 09/30/2006_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2006_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2006_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2006_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2007_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2007_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2007_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2007_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2007_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2007_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2007_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2007_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2007_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2007_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2007_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2007_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2008_24:00     0.14     0.00     0.00     1.00     1.00
 02/29/2008_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2008_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2008_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2008_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2008_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2008_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2008_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2008_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2008_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2008_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2008_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2009_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2009_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2009_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2009_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2009_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2009_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2009_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2009_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2009_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2009_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2009_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2009_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2010_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2010_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2010_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2010_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2010_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2010_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2010_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2010_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2010_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2010_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2010_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2010_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2011_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2011_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2011_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2011_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2011_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2011_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2011_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2011_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2011_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2011_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2011_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2011_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2012_24:00     0.14     0.00     0.00     1.00     1.00
 02/29/2012_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2012_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2012_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2012_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2012_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2012_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2012_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2012_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2012_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2012_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2012_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2013_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2013_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2013_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2013_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2013_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2013_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2013_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2013_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2013_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2013_24:00     0.12     0.00     0.00     0.29     0.50
 11/30/2013_24:00     0.36     0.00     0.00     0.57     1.00
 12/31/2013_24:00     0.26     0.00     0.00     0.85     1.00
 01/31/2014_24:00     0.14     0.00     0.00     1.00     1.00
 02/28/2014_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/2014_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/2014_24:00     0.02     0.00     0.02     0.33     1.00
 05/31/2014_24:00     0.33     0.00     0.33    -0.01     0.00
 06/30/2014_24:00     0.37     0.00     0.37    -0.03     0.00
 07/31/2014_24:00     0.33     0.00     0.33    -0.01     0.00
 08/31/2014_24:00     0.23     0.00     0.23    -0.28     0.00
 09/30/2014_24:00     0.01     0.00     0.02     0.01     0.25
 10/31/2014_24:00     0.15     1.00     0.00     0.29     0.50
 11/30/2014_24:00     0.37     2.00     0.00     0.57     1.00
 12/31/2014_24:00     0.26     3.00     0.00     0.85     1.00
 01/31/2015_24:00     0.14     4.00     0.00     1.00     1.00
 02/28/2015_24:00     0.02     5.00     0.00     1.00     1.00
 03/31/2015_24:00     0.00     6.00     0.00     0.91     1.00
 04/30/2015_24:00     0.06     7.00     0.06     0.34     1.00
 05/31/2015_24:00     0.39     8.00     0.39    -0.01     0.00
 06/30/2015_24:00     0.36     9.00     0.36    -0.03     0.00
 07/31/2015_24:00     0.33    10.00     0.33    -0.01     0.00
 08/31/2015_24:00     0.18    11.00     0.18    -0.28     0.00
 09/30/2015_24:00    -0.03    12.00     0.01     0.01     0.25
C-------------------------------------------------------------------------------
C                           Pathnames for Pond Depths
C                             (READ FROM DSS FILE)
C
C   List the pathnames for pond depths below, if it will be 
C   read from a DSS file (i.e. DSSFL is specified above).
C
C   REC  ;  Time series record number
C   PATH ;  Pathname for the time series record 
C
C----------------------------------------------------------------------------------------------------------- 
C   REC     PATH
C-----------------------------------------------------------------------------------------------------------
*
*
